Div;Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;IWH;IWD;IWA;avg_home_spectator;avg_away_spectator
SP1;09_10;17.10.2009;La Coruna;Sevilla;1;0;H;1;0;H;3.4;3.3;2.05;18316;41507
SP1;09_10;17.10.2009;Real Madrid;Valladolid;4;2;H;3;1;H;1.15;7.2;14.0;71328;17417
SP1;09_10;17.10.2009;Valencia;Barcelona;0;0;D;0;0;D;4.1;3.5;1.8;38263;71947
SP1;09_10;18.10.2009;Ath Bilbao;Sp Gijon;1;2;A;0;0;D;1.8;3.4;4.3;35000;22945
SP1;09_10;18.10.2009;Espanol;Tenerife;2;1;H;1;1;D;1.75;3.5;4.6;23832;16899
SP1;09_10;18.10.2009;Malaga;Almeria;1;2;A;0;2;A;2.1;3.25;3.4;24849;12715
SP1;09_10;18.10.2009;Mallorca;Getafe;3;1;H;1;0;H;2.0;3.3;3.6;15184;10500
SP1;09_10;18.10.2009;Osasuna;Ath Madrid;3;0;H;3;0;H;2.8;3.3;2.4;17823;44605
SP1;09_10;18.10.2009;Xerez;Villarreal;2;1;H;1;1;D;3.6;3.3;2.0;10783;19159
SP1;09_10;18.10.2009;Zaragoza;Santander;2;2;D;2;0;H;2.15;3.25;3.25;19079;18555
SP1;09_10;24.10.2009;Ath Madrid;Mallorca;1;1;D;0;0;D;1.8;3.4;4.3;44605;15184
SP1;09_10;24.10.2009;Sevilla;Espanol;0;0;D;0;0;D;1.45;4.0;7.0;41507;23832
SP1;09_10;24.10.2009;Sp Gijon;Real Madrid;0;0;D;0;0;D;6.3;4.0;1.5;22945;71328
SP1;09_10;25.10.2009;Almeria;Valencia;0;3;A;0;0;D;3.05;3.2;2.25;12715;38263
SP1;09_10;25.10.2009;Barcelona;Zaragoza;6;1;H;3;0;H;1.15;6.5;15.0;71947;19079
SP1;09_10;25.10.2009;Getafe;Ath Bilbao;2;0;H;0;0;D;1.9;3.3;3.9;10500;35000
SP1;09_10;25.10.2009;Santander;Osasuna;1;1;D;0;0;D;2.1;3.25;3.4;18555;17823
SP1;09_10;25.10.2009;Tenerife;Xerez;1;0;H;0;0;D;1.9;3.3;3.9;16899;10783
SP1;09_10;25.10.2009;Valladolid;La Coruna;4;0;H;1;0;H;2.55;3.3;2.55;17417;18316
SP1;09_10;25.10.2009;Villarreal;Malaga;2;1;H;1;1;D;1.65;3.5;5.3;19159;24849
SP1;09_10;31.10.2009;Ath Bilbao;Ath Madrid;1;0;H;1;0;H;2.55;3.3;2.55;35000;44605
SP1;09_10;31.10.2009;Osasuna;Barcelona;1;1;D;0;0;D;7.0;4.0;1.45;17823;71947
SP1;09_10;31.10.2009;Real Madrid;Getafe;2;0;H;0;0;D;1.4;4.5;7.0;71328;10500
SP1;09_10;31.10.2009;Xerez;Sevilla;0;2;A;0;1;A;5.4;3.7;1.6;10783;41507
SP1;09_10;01.11.2009;Espanol;Valladolid;1;1;D;0;0;D;1.85;3.4;4.0;23832;17417
SP1;09_10;01.11.2009;La Coruna;Sp Gijon;1;1;D;1;0;H;1.8;3.5;4.1;18316;22945
SP1;09_10;01.11.2009;Malaga;Valencia;0;1;A;0;0;D;3.5;3.4;2.0;24849;38263
SP1;09_10;01.11.2009;Mallorca;Santander;1;0;H;1;0;H;1.85;3.4;4.0;15184;18555
SP1;09_10;01.11.2009;Villarreal;Tenerife;5;0;H;1;0;H;1.7;3.5;4.9;19159;16899
SP1;09_10;01.11.2009;Zaragoza;Almeria;2;1;H;2;1;H;2.1;3.3;3.35;19079;12715
SP1;09_10;07.11.2009;Ath Madrid;Real Madrid;2;3;A;0;2;A;3.5;3.4;2.0;44605;71328
SP1;09_10;07.11.2009;Barcelona;Mallorca;4;2;H;3;1;H;1.2;5.9;12.0;71947;15184
SP1;09_10;07.11.2009;Getafe;La Coruna;0;2;A;0;1;A;2.1;3.25;3.4;10500;18316
SP1;09_10;07.11.2009;Tenerife;Malaga;2;2;D;2;1;H;1.9;3.3;3.9;16899;24849
SP1;09_10;08.11.2009;Almeria;Osasuna;2;0;H;1;0;H;2.4;3.2;2.85;12715;17823
SP1;09_10;08.11.2009;Santander;Ath Bilbao;0;2;A;0;1;A;2.2;3.2;3.2;18555;35000
SP1;09_10;08.11.2009;Sevilla;Villarreal;3;2;H;1;1;D;1.6;3.7;5.4;41507;19159
SP1;09_10;08.11.2009;Sp Gijon;Espanol;1;0;H;1;0;H;2.2;3.2;3.2;22945;23832
SP1;09_10;08.11.2009;Valencia;Zaragoza;3;1;H;3;0;H;1.45;4.0;7.0;38263;19079
SP1;09_10;08.11.2009;Valladolid;Xerez;0;0;D;0;0;D;1.7;3.5;4.9;17417;10783
SP1;09_10;21.11.2009;Ath Bilbao;Barcelona;1;1;D;0;0;D;5.5;3.9;1.55;35000;71947
SP1;09_10;21.11.2009;La Coruna;Ath Madrid;2;1;H;1;1;D;2.4;3.2;2.85;18316;44605
SP1;09_10;21.11.2009;Real Madrid;Santander;1;0;H;1;0;H;1.25;5.7;9.0;71328;18555
SP1;09_10;21.11.2009;Tenerife;Sevilla;1;2;A;0;1;A;4.6;3.5;1.75;16899;41507
SP1;09_10;22.11.2009;Espanol;Getafe;0;2;A;0;0;D;2.0;3.3;3.6;23832;10500
SP1;09_10;22.11.2009;Malaga;Zaragoza;1;1;D;0;0;D;2.3;3.3;2.9;24849;19079
SP1;09_10;22.11.2009;Mallorca;Almeria;3;1;H;0;0;D;1.8;3.4;4.3;15184;12715
SP1;09_10;22.11.2009;Osasuna;Valencia;1;3;A;0;2;A;3.1;3.3;2.2;17823;38263
SP1;09_10;22.11.2009;Villarreal;Valladolid;3;1;H;1;0;H;1.65;3.5;5.3;19159;17417
SP1;09_10;22.11.2009;Xerez;Sp Gijon;0;0;D;0;0;D;2.55;3.3;2.55;10783;22945
SP1;09_10;28.11.2009;Sevilla;Malaga;2;2;D;0;2;A;1.35;4.7;8.0;41507;24849
SP1;09_10;28.11.2009;Sp Gijon;Villarreal;1;0;H;0;0;D;2.7;3.2;2.5;22945;19159
SP1;09_10;28.11.2009;Valencia;Mallorca;1;1;D;0;0;D;1.55;3.7;6.0;38263;15184
SP1;09_10;29.11.2009;Almeria;Ath Bilbao;1;4;A;0;2;A;2.3;3.3;2.9;12715;35000
SP1;09_10;29.11.2009;Ath Madrid;Espanol;4;0;H;1;0;H;1.75;3.5;4.6;44605;23832
SP1;09_10;29.11.2009;Barcelona;Real Madrid;1;0;H;0;0;D;1.85;3.4;4.0;71947;71328
SP1;09_10;29.11.2009;Getafe;Xerez;5;1;H;2;1;H;1.6;3.6;5.6;10500;10783
SP1;09_10;29.11.2009;Santander;La Coruna;0;1;A;0;0;D;2.6;3.3;2.5;18555;18316
SP1;09_10;29.11.2009;Valladolid;Tenerife;3;3;D;2;0;H;1.9;3.3;3.9;17417;16899
SP1;09_10;29.11.2009;Zaragoza;Osasuna;0;1;A;0;1;A;2.1;3.25;3.4;19079;17823
SP1;09_10;02.12.2009;Xerez;Barcelona;0;2;A;0;0;D;10.0;5.2;1.27;10783;71947
SP1;09_10;05.12.2009;La Coruna;Barcelona;1;3;A;1;1;D;5.3;3.5;1.65;18316;71947
SP1;09_10;05.12.2009;Real Madrid;Almeria;4;2;H;1;0;H;1.2;6.0;11.5;71328;12715
SP1;09_10;05.12.2009;Sevilla;Valladolid;1;1;D;1;1;D;1.37;4.6;7.5;41507;17417
SP1;09_10;05.12.2009;Xerez;Ath Madrid;0;2;A;0;1;A;4.3;3.4;1.8;10783;44605
SP1;09_10;06.12.2009;Ath Bilbao;Valencia;1;2;A;0;0;D;3.0;3.2;2.3;35000;38263
SP1;09_10;06.12.2009;Espanol;Santander;0;4;A;0;0;D;2.0;3.3;3.6;23832;18555
SP1;09_10;06.12.2009;Malaga;Osasuna;1;1;D;0;0;D;2.3;3.2;3.0;24849;17823
SP1;09_10;06.12.2009;Mallorca;Zaragoza;4;1;H;1;0;H;1.8;3.4;4.3;15184;19079
SP1;09_10;06.12.2009;Tenerife;Sp Gijon;2;1;H;0;1;A;2.2;3.2;3.2;16899;22945
SP1;09_10;06.12.2009;Villarreal;Getafe;3;2;H;1;1;D;1.7;3.5;4.9;19159;10500
SP1;09_10;12.12.2009;Barcelona;Espanol;1;0;H;1;0;H;1.22;5.5;12.0;71947;23832
SP1;09_10;12.12.2009;Valencia;Real Madrid;2;3;A;0;0;D;2.5;3.3;2.6;38263;71328
SP1;09_10;12.12.2009;Zaragoza;Ath Bilbao;1;2;A;0;0;D;2.25;3.3;2.95;19079;35000
SP1;09_10;13.12.2009;Almeria;La Coruna;1;1;D;0;0;D;2.7;3.2;2.5;12715;18316
SP1;09_10;13.12.2009;Ath Madrid;Villarreal;1;2;A;1;0;H;2.0;3.3;3.6;44605;19159
SP1;09_10;13.12.2009;Getafe;Tenerife;2;1;H;1;0;H;1.75;3.5;4.6;10500;16899
SP1;09_10;13.12.2009;Osasuna;Mallorca;0;1;A;0;0;D;2.2;3.2;3.2;17823;15184
SP1;09_10;13.12.2009;Santander;Xerez;3;2;H;1;1;D;1.75;3.5;4.6;18555;10783
SP1;09_10;13.12.2009;Sp Gijon;Sevilla;0;1;A;0;1;A;3.4;3.25;2.1;22945;41507
SP1;09_10;13.12.2009;Valladolid;Malaga;1;1;D;0;1;A;2.0;3.3;3.6;17417;24849
SP1;09_10;19.12.2009;Ath Bilbao;Osasuna;2;0;H;2;0;H;2.0;3.3;3.6;35000;17823
SP1;09_10;19.12.2009;Real Madrid;Zaragoza;6;0;H;4;0;H;1.2;6.0;12.0;71328;19079
SP1;09_10;19.12.2009;Sevilla;Getafe;1;2;A;0;2;A;1.5;3.9;6.5;41507;10500
SP1;09_10;20.12.2009;Espanol;Almeria;2;0;H;1;0;H;2.1;3.3;3.35;23832;12715
SP1;09_10;20.12.2009;La Coruna;Valencia;0;0;D;0;0;D;2.8;3.3;2.4;18316;38263
SP1;09_10;20.12.2009;Malaga;Mallorca;2;1;H;1;0;H;2.4;3.3;2.8;24849;15184
SP1;09_10;20.12.2009;Tenerife;Ath Madrid;1;1;D;1;1;D;3.0;3.4;2.2;16899;44605
SP1;09_10;20.12.2009;Valladolid;Sp Gijon;2;1;H;1;1;D;2.1;3.3;3.35;17417;22945
SP1;09_10;20.12.2009;Villarreal;Santander;2;0;H;0;0;D;1.55;3.7;6.0;19159;18555
SP1;09_10;02.01.2010;Ath Madrid;Sevilla;2;1;H;0;1;A;2.6;3.4;2.5;44605;41507
SP1;09_10;02.01.2010;Barcelona;Villarreal;1;1;D;1;0;H;1.33;4.8;8.5;71947;19159
SP1;09_10;02.01.2010;Valencia;Espanol;1;0;H;0;0;D;1.5;3.9;6.5;38263;23832
SP1;09_10;03.01.2010;Almeria;Xerez;1;0;H;0;0;D;1.8;3.5;4.1;12715;10783
SP1;09_10;03.01.2010;Getafe;Valladolid;1;0;H;0;0;D;1.8;3.5;4.1;10500;17417
SP1;09_10;03.01.2010;Mallorca;Ath Bilbao;2;0;H;0;0;D;2.1;3.35;3.3;15184;35000
SP1;09_10;03.01.2010;Osasuna;Real Madrid;0;0;D;0;0;D;6.0;3.7;1.55;17823;71328
SP1;09_10;03.01.2010;Santander;Tenerife;2;0;H;0;0;D;2.0;3.3;3.6;18555;16899
SP1;09_10;03.01.2010;Sp Gijon;Malaga;2;2;D;1;1;D;2.1;3.3;3.35;22945;24849
SP1;09_10;03.01.2010;Zaragoza;La Coruna;0;0;D;0;0;D;2.55;3.3;2.55;19079;18316
SP1;09_10;09.01.2010;Sevilla;Santander;1;2;A;0;2;A;1.55;3.7;6.0;41507;18555
SP1;09_10;09.01.2010;Valladolid;Ath Madrid;0;4;A;0;2;A;2.55;3.3;2.6;17417;44605
SP1;09_10;09.01.2010;Villarreal;Almeria;1;1;D;1;0;H;1.45;4.0;7.0;19159;12715
SP1;09_10;10.01.2010;Espanol;Zaragoza;2;1;H;1;1;D;1.9;3.3;3.9;23832;19079
SP1;09_10;10.01.2010;La Coruna;Osasuna;1;0;H;0;0;D;1.75;3.5;4.6;18316;17823
SP1;09_10;10.01.2010;Malaga;Ath Bilbao;1;1;D;0;0;D;2.5;3.3;2.65;24849;35000
SP1;09_10;10.01.2010;Real Madrid;Mallorca;2;0;H;1;0;H;1.25;5.5;10.0;71328;15184
SP1;09_10;10.01.2010;Sp Gijon;Getafe;1;0;H;1;0;H;2.5;3.2;2.7;22945;10500
SP1;09_10;10.01.2010;Tenerife;Barcelona;0;5;A;0;3;A;7.0;4.5;1.4;16899;71947
SP1;09_10;10.01.2010;Xerez;Valencia;1;3;A;1;2;A;6.0;3.7;1.55;10783;38263
SP1;09_10;16.01.2010;Ath Bilbao;Real Madrid;1;0;H;1;0;H;5.4;3.7;1.6;35000;71328
SP1;09_10;16.01.2010;Barcelona;Sevilla;4;0;H;0;0;D;1.4;4.3;7.5;71947;41507
SP1;09_10;16.01.2010;Osasuna;Espanol;2;0;H;2;0;H;2.0;3.3;3.6;17823;23832
SP1;09_10;17.01.2010;Almeria;Tenerife;1;1;D;0;1;A;1.9;3.3;3.9;12715;16899
SP1;09_10;17.01.2010;Ath Madrid;Sp Gijon;3;2;H;1;1;D;1.5;3.9;6.5;44605;22945
SP1;09_10;17.01.2010;Malaga;Getafe;1;0;H;0;0;D;2.3;3.2;3.0;24849;10500
SP1;09_10;17.01.2010;Mallorca;La Coruna;2;0;H;0;0;D;2.2;3.3;3.1;15184;18316
SP1;09_10;17.01.2010;Santander;Valladolid;1;1;D;0;1;A;1.9;3.3;3.9;18555;17417
SP1;09_10;17.01.2010;Valencia;Villarreal;4;1;H;2;0;H;1.9;3.4;3.8;38263;19159
SP1;09_10;17.01.2010;Zaragoza;Xerez;0;0;D;0;0;D;1.7;3.5;4.9;19079;10783
SP1;09_10;23.01.2010;La Coruna;Ath Bilbao;3;1;H;0;0;D;2.1;3.3;3.35;18316;35000
SP1;09_10;23.01.2010;Sevilla;Almeria;1;0;H;1;0;H;1.5;3.9;6.5;41507;12715
SP1;09_10;23.01.2010;Valladolid;Barcelona;0;3;A;0;2;A;9.0;4.6;1.33;17417;71947
SP1;09_10;24.01.2010;Espanol;Mallorca;1;1;D;0;0;D;2.35;3.2;2.9;23832;15184
SP1;09_10;24.01.2010;Getafe;Ath Madrid;1;0;H;1;0;H;2.55;3.3;2.55;10500;44605
SP1;09_10;24.01.2010;Real Madrid;Malaga;2;0;H;2;0;H;1.2;5.5;14.0;71328;24849
SP1;09_10;24.01.2010;Sp Gijon;Santander;0;1;A;0;1;A;2.2;3.2;3.2;22945;18555
SP1;09_10;24.01.2010;Tenerife;Valencia;0;0;D;0;0;D;5.4;3.7;1.6;16899;38263
SP1;09_10;24.01.2010;Villarreal;Zaragoza;4;2;H;3;0;H;1.45;4.0;7.0;19159;19079
SP1;09_10;24.01.2010;Xerez;Osasuna;1;2;A;1;1;D;2.9;3.3;2.3;10783;17823
SP1;09_10;30.01.2010;Espanol;Ath Bilbao;1;0;H;0;0;D;2.4;3.2;2.85;23832;35000
SP1;09_10;30.01.2010;La Coruna;Real Madrid;1;3;A;0;2;A;3.5;3.4;2.0;18316;71328
SP1;09_10;30.01.2010;Sp Gijon;Barcelona;0;1;A;0;1;A;10.5;5.0;1.27;22945;71947
SP1;09_10;31.01.2010;Ath Madrid;Malaga;0;2;A;0;1;A;1.5;3.9;6.5;44605;24849
SP1;09_10;31.01.2010;Getafe;Santander;0;0;D;0;0;D;1.85;3.4;4.0;10500;18555
SP1;09_10;31.01.2010;Sevilla;Valencia;2;1;H;1;0;H;2.2;3.4;3.0;41507;38263
SP1;09_10;31.01.2010;Tenerife;Zaragoza;1;3;A;0;0;D;2.0;3.3;3.6;16899;19079
SP1;09_10;31.01.2010;Valladolid;Almeria;1;1;D;0;1;A;2.0;3.3;3.6;17417;12715
SP1;09_10;31.01.2010;Villarreal;Osasuna;0;2;A;0;1;A;1.6;3.6;5.6;19159;17823
SP1;09_10;31.01.2010;Xerez;Mallorca;2;1;H;0;1;A;3.6;3.3;2.0;10783;15184
SP1;09_10;06.02.2010;Barcelona;Getafe;2;1;H;1;0;H;1.17;6.4;11.0;71947;10500
SP1;09_10;06.02.2010;Real Madrid;Espanol;3;0;H;2;0;H;1.2;6.0;12.0;71328;23832
SP1;09_10;06.02.2010;Valencia;Valladolid;2;0;H;2;0;H;1.35;4.5;8.5;38263;17417
SP1;09_10;07.02.2010;Almeria;Sp Gijon;3;1;H;2;1;H;2.1;3.2;3.5;12715;22945
SP1;09_10;07.02.2010;Ath Bilbao;Xerez;3;2;H;1;2;A;1.5;3.8;6.7;35000;10783
SP1;09_10;07.02.2010;Malaga;La Coruna;0;0;D;0;0;D;2.4;3.1;2.95;24849;18316
SP1;09_10;07.02.2010;Mallorca;Villarreal;1;0;H;0;0;D;2.3;3.2;3.0;15184;19159
SP1;09_10;07.02.2010;Osasuna;Tenerife;1;0;H;0;0;D;1.8;3.3;4.5;17823;16899
SP1;09_10;07.02.2010;Santander;Ath Madrid;1;1;D;1;1;D;2.4;3.1;2.95;18555;44605
SP1;09_10;07.02.2010;Zaragoza;Sevilla;2;1;H;2;1;H;3.4;3.25;2.1;19079;41507
SP1;09_10;13.02.2010;Sp Gijon;Valencia;1;1;D;1;0;H;4.3;3.4;1.8;22945;38263
SP1;09_10;13.02.2010;Villarreal;Ath Bilbao;2;1;H;2;1;H;1.9;3.3;3.9;19159;35000
SP1;09_10;13.02.2010;Xerez;Real Madrid;0;3;A;0;0;D;10.0;5.2;1.27;10783;71328
SP1;09_10;14.02.2010;Ath Madrid;Barcelona;2;1;H;2;1;H;4.9;3.5;1.7;44605;71947
SP1;09_10;14.02.2010;Espanol;La Coruna;2;0;H;1;0;H;2.4;3.1;2.95;23832;18316
SP1;09_10;14.02.2010;Getafe;Almeria;2;2;D;0;0;D;1.7;3.5;4.9;10500;12715
SP1;09_10;14.02.2010;Santander;Malaga;0;3;A;0;2;A;2.05;3.15;3.6;18555;24849
SP1;09_10;14.02.2010;Sevilla;Osasuna;1;0;H;1;0;H;1.6;3.6;5.6;41507;17823
SP1;09_10;14.02.2010;Valladolid;Zaragoza;1;1;D;1;1;D;2.1;3.3;3.35;17417;19079
SP1;09_10;15.02.2010;Tenerife;Mallorca;1;0;H;1;0;H;2.5;3.2;2.7;16899;15184
SP1;09_10;20.02.2010;Barcelona;Santander;4;0;H;3;0;H;1.2;5.7;13.0;71947;18555
SP1;09_10;20.02.2010;La Coruna;Xerez;2;1;H;2;1;H;1.45;4.0;7.0;18316;10783
SP1;09_10;20.02.2010;Mallorca;Sevilla;1;3;A;1;1;D;2.55;3.3;2.55;15184;41507
SP1;09_10;21.02.2010;Almeria;Ath Madrid;1;0;H;0;0;D;2.8;3.3;2.4;12715;44605
SP1;09_10;21.02.2010;Ath Bilbao;Tenerife;4;1;H;2;0;H;1.65;3.5;5.3;35000;16899
SP1;09_10;21.02.2010;Malaga;Espanol;2;1;H;1;1;D;2.0;3.3;3.6;24849;23832
SP1;09_10;21.02.2010;Osasuna;Valladolid;1;1;D;0;0;D;1.8;3.4;4.3;17823;17417
SP1;09_10;21.02.2010;Real Madrid;Villarreal;6;2;H;2;1;H;1.27;5.2;10.0;71328;19159
SP1;09_10;21.02.2010;Zaragoza;Sp Gijon;1;3;A;0;1;A;1.85;3.4;4.0;19079;22945
SP1;09_10;22.02.2010;Valencia;Getafe;2;1;H;1;0;H;1.55;3.7;6.0;38263;10500
SP1;09_10;27.02.2010;Barcelona;Malaga;2;1;H;0;0;D;1.17;6.5;14.0;71947;24849
SP1;09_10;27.02.2010;Getafe;Zaragoza;0;2;A;0;2;A;1.9;3.4;3.7;10500;19079
SP1;09_10;27.02.2010;Tenerife;Real Madrid;1;5;A;0;2;A;9.0;5.0;1.3;16899;71328
SP1;09_10;28.02.2010;Ath Madrid;Valencia;4;1;H;1;1;D;2.35;3.3;2.85;44605;38263
SP1;09_10;28.02.2010;Santander;Almeria;0;2;A;0;1;A;2.1;3.25;3.4;18555;12715
SP1;09_10;28.02.2010;Sevilla;Ath Bilbao;0;0;D;0;0;D;1.6;3.7;5.4;41507;35000
SP1;09_10;28.02.2010;Sp Gijon;Osasuna;3;2;H;1;1;D;2.2;3.3;3.1;22945;17823
SP1;09_10;28.02.2010;Valladolid;Mallorca;1;2;A;0;0;D;2.45;3.2;2.85;17417;15184
SP1;09_10;28.02.2010;Villarreal;La Coruna;1;0;H;1;0;H;1.9;3.3;3.9;19159;18316
SP1;09_10;28.02.2010;Xerez;Espanol;1;1;D;0;1;A;2.8;3.2;2.45;10783;23832
SP1;09_10;06.03.2010;Almeria;Barcelona;2;2;D;1;1;D;9.5;4.8;1.3;12715;71947
SP1;09_10;06.03.2010;La Coruna;Tenerife;3;1;H;1;1;D;1.6;3.6;5.6;18316;16899
SP1;09_10;06.03.2010;Real Madrid;Sevilla;3;2;H;0;1;A;1.4;4.3;7.5;71328;41507
SP1;09_10;07.03.2010;Ath Bilbao;Valladolid;2;0;H;2;0;H;1.7;3.5;4.9;35000;17417
SP1;09_10;07.03.2010;Espanol;Villarreal;0;0;D;0;0;D;2.4;3.3;2.8;23832;19159
SP1;09_10;07.03.2010;Malaga;Xerez;2;4;A;1;1;D;1.6;3.6;5.6;24849;10783
SP1;09_10;07.03.2010;Mallorca;Sp Gijon;3;0;H;1;0;H;1.7;3.5;4.9;15184;22945
SP1;09_10;07.03.2010;Osasuna;Getafe;0;0;D;0;0;D;2.1;3.3;3.35;17823;10500
SP1;09_10;07.03.2010;Zaragoza;Ath Madrid;1;1;D;1;0;H;2.4;3.4;2.75;19079;44605
SP1;09_10;08.03.2010;Valencia;Santander;0;0;D;0;0;D;1.5;3.9;6.5;38263;18555
SP1;09_10;13.03.2010;Getafe;Mallorca;3;0;H;1;0;H;2.15;3.25;3.25;10500;15184
SP1;09_10;13.03.2010;Sevilla;La Coruna;1;1;D;1;1;D;1.65;3.5;5.3;41507;18316
SP1;09_10;13.03.2010;Sp Gijon;Ath Bilbao;0;0;D;0;0;D;2.45;3.2;2.8;22945;35000
SP1;09_10;14.03.2010;Almeria;Malaga;1;0;H;0;0;D;2.1;3.25;3.4;12715;24849
SP1;09_10;14.03.2010;Barcelona;Valencia;3;0;H;0;0;D;1.4;4.5;7.0;71947;38263
SP1;09_10;14.03.2010;Santander;Zaragoza;0;0;D;0;0;D;2.1;3.3;3.5;18555;19079
SP1;09_10;14.03.2010;Tenerife;Espanol;4;1;H;1;0;H;2.3;3.2;3.0;16899;23832
SP1;09_10;14.03.2010;Valladolid;Real Madrid;1;4;A;0;2;A;10.0;5.0;1.27;17417;71328
SP1;09_10;14.03.2010;Villarreal;Xerez;2;0;H;1;0;H;1.4;4.5;7.0;19159;10783
SP1;09_10;15.03.2010;Ath Madrid;Osasuna;1;0;H;0;0;D;1.7;3.6;4.7;44605;17823
SP1;09_10;20.03.2010;Ath Bilbao;Getafe;2;2;D;1;1;D;2.0;3.3;3.6;35000;10500
SP1;09_10;20.03.2010;Espanol;Sevilla;2;0;H;1;0;H;3.2;3.2;2.2;23832;41507
SP1;09_10;20.03.2010;La Coruna;Valladolid;0;2;A;0;1;A;1.6;3.6;5.6;18316;17417
SP1;09_10;20.03.2010;Real Madrid;Sp Gijon;3;1;H;0;0;D;1.15;6.5;15.0;71328;22945
SP1;09_10;20.03.2010;Xerez;Tenerife;2;1;H;2;0;H;2.3;3.3;2.9;10783;16899
SP1;09_10;21.03.2010;Malaga;Villarreal;2;0;H;0;0;D;2.6;3.2;2.6;24849;19159
SP1;09_10;21.03.2010;Mallorca;Ath Madrid;4;1;H;2;1;H;2.2;3.2;3.2;15184;44605
SP1;09_10;21.03.2010;Osasuna;Santander;1;3;A;1;1;D;2.0;3.3;3.6;17823;18555
SP1;09_10;21.03.2010;Valencia;Almeria;2;0;H;0;0;D;1.6;3.6;5.6;38263;12715
SP1;09_10;21.03.2010;Zaragoza;Barcelona;2;4;A;0;1;A;8.0;4.8;1.33;19079;71947
SP1;09_10;23.03.2010;Sevilla;Xerez;1;1;D;0;0;D;1.25;5.5;10.0;41507;10783
SP1;09_10;23.03.2010;Sp Gijon;La Coruna;2;1;H;1;0;H;2.5;3.3;2.65;22945;18316
SP1;09_10;24.03.2010;Almeria;Zaragoza;1;0;H;0;0;D;2.2;3.3;3.1;12715;19079
SP1;09_10;24.03.2010;Barcelona;Osasuna;2;0;H;0;0;D;1.15;7.0;13.0;71947;17823
SP1;09_10;24.03.2010;Santander;Mallorca;0;0;D;0;0;D;2.4;3.3;2.8;18555;15184
SP1;09_10;24.03.2010;Tenerife;Villarreal;2;2;D;0;1;A;2.8;3.3;2.4;16899;19159
SP1;09_10;24.03.2010;Valencia;Malaga;1;0;H;1;0;H;1.5;3.9;6.5;38263;24849
SP1;09_10;24.03.2010;Valladolid;Espanol;0;0;D;0;0;D;2.1;3.3;3.35;17417;23832
SP1;09_10;25.03.2010;Ath Madrid;Ath Bilbao;2;0;H;0;0;D;1.85;3.5;3.8;44605;35000
SP1;09_10;25.03.2010;Getafe;Real Madrid;2;4;A;1;4;A;7.0;4.5;1.4;10500;71328
SP1;09_10;27.03.2010;Malaga;Tenerife;1;1;D;0;0;D;1.85;3.4;4.0;24849;16899
SP1;09_10;27.03.2010;Mallorca;Barcelona;0;1;A;0;0;D;6.2;4.0;1.5;15184;71947
SP1;09_10;27.03.2010;Zaragoza;Valencia;3;0;H;1;0;H;3.1;3.3;2.2;19079;38263
SP1;09_10;28.03.2010;Espanol;Sp Gijon;0;0;D;0;0;D;1.9;3.3;3.9;23832;22945
SP1;09_10;28.03.2010;La Coruna;Getafe;1;3;A;0;2;A;2.0;3.3;3.6;18316;10500
SP1;09_10;28.03.2010;Osasuna;Almeria;1;0;H;1;0;H;2.1;3.25;3.4;17823;12715
SP1;09_10;28.03.2010;Real Madrid;Ath Madrid;3;2;H;0;1;A;1.3;4.8;9.5;71328;44605
SP1;09_10;28.03.2010;Villarreal;Sevilla;3;0;H;2;0;H;2.3;3.3;2.9;19159;41507
SP1;09_10;28.03.2010;Xerez;Valladolid;3;0;H;2;0;H;2.4;3.1;2.95;10783;17417
SP1;09_10;29.03.2010;Ath Bilbao;Santander;4;3;H;2;1;H;1.85;3.4;4.0;35000;18555
SP1;09_10;03.04.2010;Barcelona;Ath Bilbao;4;1;H;2;0;H;1.17;6.5;13.0;71947;35000
SP1;09_10;03.04.2010;Sevilla;Tenerife;3;0;H;2;0;H;1.4;4.3;7.5;41507;16899
SP1;09_10;03.04.2010;Zaragoza;Malaga;2;0;H;1;0;H;1.85;3.4;4.0;19079;24849
SP1;09_10;04.04.2010;Almeria;Mallorca;1;1;D;1;0;H;2.45;3.1;2.9;12715;15184
SP1;09_10;04.04.2010;Ath Madrid;La Coruna;3;0;H;1;0;H;1.8;3.4;4.3;44605;18316
SP1;09_10;04.04.2010;Getafe;Espanol;1;1;D;1;0;H;1.85;3.4;4.0;10500;23832
SP1;09_10;04.04.2010;Santander;Real Madrid;0;2;A;0;1;A;9.0;4.6;1.33;18555;71328
SP1;09_10;04.04.2010;Sp Gijon;Xerez;2;2;D;1;0;H;1.8;3.4;4.3;22945;10783
SP1;09_10;04.04.2010;Valencia;Osasuna;3;0;H;0;0;D;1.55;3.7;6.0;38263;17823
SP1;09_10;04.04.2010;Valladolid;Villarreal;0;2;A;0;1;A;2.85;3.2;2.4;17417;19159
SP1;09_10;10.04.2010;Malaga;Sevilla;1;2;A;1;0;H;3.1;3.3;2.2;24849;41507
SP1;09_10;10.04.2010;Real Madrid;Barcelona;0;2;A;0;1;A;2.4;3.5;2.65;71328;71947
SP1;09_10;10.04.2010;Tenerife;Valladolid;0;0;D;0;0;D;2.0;3.3;3.6;16899;17417
