Div;Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;IWH;IWD;IWA;avg_home_spectator;avg_away_spectator
SP1;06_07;26.08.2006;Valencia;Betis;2;1;H;1;0;H;1.6;3.4;5.2;43105;38421
SP1;06_07;27.08.2006;Ath Bilbao;Sociedad;1;1;D;1;0;H;2.0;3.0;3.6;36895;22524
SP1;06_07;27.08.2006;Espanol;Gimnastic;0;1;A;0;0;D;1.75;3.3;4.2;22337;8283
SP1;06_07;27.08.2006;La Coruna;Zaragoza;3;2;H;2;1;H;2.0;3.2;3.0;19105;28158
SP1;06_07;27.08.2006;Osasuna;Getafe;0;2;A;0;0;D;1.85;3.2;3.8;16063;12763
SP1;06_07;27.08.2006;Real Madrid;Villarreal;0;0;D;0;0;D;1.55;3.5;5.5;71544;18487
SP1;06_07;27.08.2006;Recreativo;Mallorca;1;1;D;0;0;D;2.2;3.0;3.1;11418;15847
SP1;06_07;27.08.2006;Santander;Ath Madrid;0;1;A;0;1;A;2.9;3.0;2.3;14720;38684
SP1;06_07;28.08.2006;Celta;Barcelona;2;3;A;1;0;H;4.2;3.3;1.75;16947;73225
SP1;06_07;29.08.2006;Sevilla;Levante;4;0;H;2;0;H;1.55;3.5;5.5;40247;11234
SP1;06_07;09.09.2006;Ath Madrid;Valencia;0;1;A;0;1;A;2.4;2.8;3.0;38684;43105
SP1;06_07;09.09.2006;Barcelona;Osasuna;3;0;H;3;0;H;1.33;4.2;8.0;73225;16063
SP1;06_07;10.09.2006;Betis;Ath Bilbao;3;0;H;2;0;H;2.0;3.1;3.4;38421;36895
SP1;06_07;10.09.2006;Getafe;Santander;1;0;H;0;0;D;1.8;3.1;4.2;12763;14720
SP1;06_07;10.09.2006;Gimnastic;Celta;1;2;A;0;0;D;2.6;3.0;2.6;8283;16947
SP1;06_07;10.09.2006;Levante;Real Madrid;1;4;A;1;2;A;6.3;3.5;1.5;11234;71544
SP1;06_07;10.09.2006;Mallorca;La Coruna;0;0;D;0;0;D;2.5;2.9;2.8;15847;19105
SP1;06_07;10.09.2006;Sociedad;Sevilla;1;3;A;0;1;A;2.9;2.9;2.4;22524;40247
SP1;06_07;10.09.2006;Villarreal;Recreativo;0;1;A;0;0;D;1.55;3.5;5.5;18487;11418
SP1;06_07;10.09.2006;Zaragoza;Espanol;3;0;H;1;0;H;1.8;3.1;4.2;28158;22337
SP1;06_07;16.09.2006;La Coruna;Villarreal;2;0;H;1;0;H;2.2;3.1;3.0;19105;18487
SP1;06_07;17.09.2006;Ath Bilbao;Ath Madrid;1;4;A;0;2;A;2.55;3.1;2.55;36895;38684
SP1;06_07;17.09.2006;Espanol;Celta;2;1;H;0;0;D;2.3;3.1;2.8;22337;16947
SP1;06_07;17.09.2006;Osasuna;Gimnastic;2;0;H;1;0;H;1.7;3.3;4.5;16063;8283
SP1;06_07;17.09.2006;Real Madrid;Sociedad;2;0;H;0;0;D;1.25;4.6;10.5;71544;22524
SP1;06_07;17.09.2006;Recreativo;Levante;0;1;A;0;0;D;2.0;3.0;3.6;11418;11234
SP1;06_07;17.09.2006;Santander;Barcelona;0;3;A;0;1;A;7.0;3.6;1.45;14720;73225
SP1;06_07;17.09.2006;Sevilla;Betis;3;2;H;1;1;D;1.75;3.2;4.3;40247;38421
SP1;06_07;17.09.2006;Valencia;Getafe;2;0;H;1;0;H;1.55;3.5;5.5;43105;12763
SP1;06_07;17.09.2006;Zaragoza;Mallorca;2;0;H;0;0;D;1.7;3.2;4.7;28158;15847
SP1;06_07;23.09.2006;Betis;Real Madrid;0;1;A;0;1;A;4.0;3.1;1.85;38421;71544
SP1;06_07;24.09.2006;Ath Madrid;Sevilla;2;1;H;0;1;A;2.4;3.0;2.8;38684;40247
SP1;06_07;24.09.2006;Barcelona;Valencia;1;1;D;0;1;A;1.55;3.5;5.5;73225;43105
SP1;06_07;24.09.2006;Celta;Osasuna;0;2;A;0;1;A;1.9;3.1;3.8;16947;16063
SP1;06_07;24.09.2006;Getafe;Ath Bilbao;0;0;D;0;0;D;1.85;3.1;4.0;12763;36895
SP1;06_07;24.09.2006;Gimnastic;Santander;2;2;D;1;0;H;2.2;3.0;3.1;8283;14720
SP1;06_07;24.09.2006;Levante;La Coruna;2;0;H;1;0;H;3.1;3.0;2.2;11234;19105
SP1;06_07;24.09.2006;Mallorca;Espanol;1;0;H;0;0;D;2.1;3.0;3.3;15847;22337
SP1;06_07;24.09.2006;Sociedad;Recreativo;2;3;A;0;1;A;1.9;3.1;3.8;22524;11418
SP1;06_07;24.09.2006;Villarreal;Zaragoza;3;2;H;0;1;A;2.0;3.0;3.6;18487;28158
SP1;06_07;30.09.2006;Ath Bilbao;Barcelona;1;3;A;1;1;D;6.0;3.6;1.5;36895;73225
SP1;06_07;01.10.2006;Espanol;Osasuna;0;0;D;0;0;D;2.4;3.0;2.8;22337;16063
SP1;06_07;01.10.2006;La Coruna;Sociedad;2;0;H;0;0;D;1.65;3.4;4.7;19105;22524
SP1;06_07;01.10.2006;Mallorca;Villarreal;1;2;A;0;2;A;2.6;3.0;2.6;15847;18487
SP1;06_07;01.10.2006;Real Madrid;Ath Madrid;1;1;D;1;1;D;1.65;3.4;4.7;71544;38684
SP1;06_07;01.10.2006;Recreativo;Betis;2;0;H;0;0;D;2.4;3.0;2.8;11418;38421
SP1;06_07;01.10.2006;Santander;Celta;1;1;D;1;0;H;2.55;3.1;2.55;14720;16947
SP1;06_07;01.10.2006;Sevilla;Getafe;1;0;H;1;0;H;1.55;3.5;5.5;40247;12763
SP1;06_07;01.10.2006;Valencia;Gimnastic;4;0;H;1;0;H;1.3;4.4;8.5;43105;8283
SP1;06_07;01.10.2006;Zaragoza;Levante;2;2;D;0;2;A;1.65;3.4;4.7;28158;11234
SP1;06_07;14.10.2006;Ath Madrid;Recreativo;2;1;H;0;0;D;1.45;3.6;7.0;38684;11418
SP1;06_07;14.10.2006;Getafe;Real Madrid;1;0;H;0;0;D;4.5;3.3;1.7;12763;71544
SP1;06_07;15.10.2006;Barcelona;Sevilla;3;1;H;2;1;H;1.55;3.6;5.3;73225;40247
SP1;06_07;15.10.2006;Betis;La Coruna;1;1;D;0;0;D;2.3;3.1;2.8;38421;19105
SP1;06_07;15.10.2006;Celta;Valencia;3;2;H;1;1;D;4.0;3.0;1.9;16947;43105
SP1;06_07;15.10.2006;Gimnastic;Ath Bilbao;2;3;A;0;2;A;2.4;3.1;2.7;8283;36895
SP1;06_07;15.10.2006;Levante;Mallorca;0;1;A;0;1;A;2.3;3.0;2.9;11234;15847
SP1;06_07;15.10.2006;Osasuna;Santander;0;1;A;0;0;D;1.85;3.0;4.2;16063;14720
SP1;06_07;15.10.2006;Sociedad;Zaragoza;1;3;A;1;1;D;2.55;3.1;2.55;22524;28158
SP1;06_07;15.10.2006;Villarreal;Espanol;0;0;D;0;0;D;1.6;3.5;5.0;18487;22337
SP1;06_07;21.10.2006;La Coruna;Ath Madrid;1;0;H;0;0;D;2.4;2.9;2.9;19105;38684
SP1;06_07;21.10.2006;Villarreal;Levante;1;1;D;0;0;D;1.6;3.4;5.2;18487;11234
SP1;06_07;21.10.2006;Zaragoza;Betis;2;1;H;2;0;H;1.75;3.2;4.3;28158;38421
SP1;06_07;22.10.2006;Ath Bilbao;Celta;0;1;A;0;1;A;2.4;3.0;2.8;36895;16947
SP1;06_07;22.10.2006;Espanol;Santander;2;2;D;1;1;D;2.0;3.0;3.6;22337;14720
SP1;06_07;22.10.2006;Mallorca;Sociedad;0;0;D;0;0;D;1.9;3.1;3.8;15847;22524
SP1;06_07;22.10.2006;Real Madrid;Barcelona;2;0;H;1;0;H;2.55;3.1;2.55;71544;73225
SP1;06_07;22.10.2006;Recreativo;Getafe;1;2;A;0;1;A;2.3;2.9;3.0;11418;12763
SP1;06_07;22.10.2006;Sevilla;Gimnastic;2;1;H;2;0;H;1.35;4.0;8.0;40247;8283
SP1;06_07;22.10.2006;Valencia;Osasuna;1;0;H;1;0;H;1.5;3.5;6.3;43105;16063
SP1;06_07;28.10.2006;Barcelona;Recreativo;3;0;H;1;0;H;1.17;5.4;13.0;73225;11418
SP1;06_07;28.10.2006;Gimnastic;Real Madrid;1;3;A;1;1;D;7.0;3.6;1.45;8283;71544
SP1;06_07;28.10.2006;Santander;Valencia;1;0;H;0;0;D;3.8;3.1;1.9;14720;43105
SP1;06_07;29.10.2006;Ath Madrid;Zaragoza;0;1;A;0;0;D;1.8;3.1;4.2;38684;28158
SP1;06_07;29.10.2006;Betis;Mallorca;0;1;A;0;0;D;2.1;3.0;3.3;38421;15847
SP1;06_07;29.10.2006;Celta;Sevilla;1;2;A;1;1;D;2.6;3.0;2.6;16947;40247
SP1;06_07;29.10.2006;Getafe;La Coruna;2;0;H;1;0;H;2.3;3.0;2.9;12763;19105
SP1;06_07;29.10.2006;Levante;Espanol;0;0;D;0;0;D;2.1;3.0;3.3;11234;22337
SP1;06_07;29.10.2006;Osasuna;Ath Bilbao;1;1;D;0;1;A;2.0;3.1;3.4;16063;36895
SP1;06_07;29.10.2006;Sociedad;Villarreal;0;1;A;0;0;D;2.8;3.0;2.4;22524;18487
SP1;06_07;04.11.2006;La Coruna;Barcelona;1;1;D;0;1;A;4.0;3.0;1.9;19105;73225
SP1;06_07;04.11.2006;Levante;Sociedad;2;0;H;1;0;H;2.0;3.0;3.6;11234;22524
SP1;06_07;04.11.2006;Mallorca;Ath Madrid;0;0;D;0;0;D;2.6;3.0;2.6;15847;38684
SP1;06_07;05.11.2006;Ath Bilbao;Santander;0;0;D;0;0;D;2.0;2.9;3.7;36895;14720
SP1;06_07;05.11.2006;Espanol;Valencia;1;1;D;1;1;D;3.6;3.0;2.0;22337;43105
SP1;06_07;05.11.2006;Real Madrid;Celta;1;2;A;1;1;D;1.3;4.4;8.5;71544;16947
SP1;06_07;05.11.2006;Recreativo;Gimnastic;2;1;H;1;1;D;1.85;3.1;4.0;11418;8283
SP1;06_07;05.11.2006;Sevilla;Osasuna;2;0;H;0;0;D;1.5;3.5;6.3;40247;16063
SP1;06_07;05.11.2006;Villarreal;Betis;3;2;H;1;1;D;1.65;3.4;4.7;18487;38421
SP1;06_07;05.11.2006;Zaragoza;Getafe;3;1;H;1;0;H;1.85;3.0;4.2;28158;12763
SP1;06_07;11.11.2006;Ath Madrid;Villarreal;3;1;H;2;1;H;2.2;2.9;3.2;38684;18487
SP1;06_07;11.11.2006;Valencia;Ath Bilbao;1;1;D;1;0;H;1.45;3.6;7.0;43105;36895
SP1;06_07;12.11.2006;Barcelona;Zaragoza;3;1;H;1;1;D;1.5;3.5;6.3;73225;28158
SP1;06_07;12.11.2006;Betis;Levante;2;1;H;1;0;H;2.0;3.1;3.4;38421;11234
SP1;06_07;12.11.2006;Celta;Recreativo;1;2;A;0;0;D;1.7;3.3;4.5;16947;11418
SP1;06_07;12.11.2006;Getafe;Mallorca;1;0;H;0;0;D;1.9;3.0;4.0;12763;15847
SP1;06_07;12.11.2006;Gimnastic;La Coruna;0;0;D;0;0;D;3.1;3.0;2.2;8283;19105
SP1;06_07;12.11.2006;Osasuna;Real Madrid;1;4;A;0;3;A;4.5;3.3;1.7;16063;71544
SP1;06_07;12.11.2006;Santander;Sevilla;0;0;D;0;0;D;3.6;3.0;2.0;14720;40247
SP1;06_07;12.11.2006;Sociedad;Espanol;1;1;D;1;0;H;2.4;3.0;2.8;22524;22337
SP1;06_07;18.11.2006;Real Madrid;Santander;3;1;H;1;0;H;1.25;4.6;10.5;71544;14720
SP1;06_07;18.11.2006;Sevilla;Valencia;3;0;H;1;0;H;2.2;3.0;3.1;40247;43105
SP1;06_07;19.11.2006;Espanol;Ath Bilbao;3;2;H;0;0;D;2.2;2.9;3.2;22337;36895
SP1;06_07;19.11.2006;La Coruna;Celta;0;1;A;0;0;D;1.9;3.1;3.8;19105;16947
SP1;06_07;19.11.2006;Levante;Ath Madrid;0;3;A;0;1;A;2.7;3.0;2.5;11234;38684
SP1;06_07;19.11.2006;Mallorca;Barcelona;1;4;A;0;1;A;5.5;3.5;1.55;15847;73225
SP1;06_07;19.11.2006;Recreativo;Osasuna;2;0;H;1;0;H;2.1;3.1;3.2;11418;16063
SP1;06_07;19.11.2006;Sociedad;Betis;0;0;D;0;0;D;2.3;3.0;2.9;22524;38421
SP1;06_07;19.11.2006;Villarreal;Getafe;1;0;H;0;0;D;1.9;3.0;4.0;18487;12763
SP1;06_07;19.11.2006;Zaragoza;Gimnastic;3;0;H;0;0;D;1.4;3.7;7.5;28158;8283
SP1;06_07;25.11.2006;Ath Madrid;Sociedad;1;1;D;0;1;A;1.4;3.7;7.5;38684;22524
SP1;06_07;25.11.2006;Barcelona;Villarreal;4;0;H;1;0;H;1.4;3.7;7.5;73225;18487
SP1;06_07;26.11.2006;Ath Bilbao;Sevilla;1;3;A;0;2;A;3.3;3.0;2.1;36895;40247
SP1;06_07;26.11.2006;Betis;Espanol;1;1;D;1;0;H;2.0;3.0;3.6;38421;22337
SP1;06_07;26.11.2006;Celta;Zaragoza;1;1;D;0;1;A;2.3;3.1;2.8;16947;28158
SP1;06_07;26.11.2006;Getafe;Levante;0;0;D;0;0;D;1.75;3.2;4.3;12763;11234
SP1;06_07;26.11.2006;Gimnastic;Mallorca;2;3;A;1;0;H;2.5;3.0;2.7;8283;15847
SP1;06_07;26.11.2006;Osasuna;La Coruna;4;1;H;2;1;H;2.5;3.0;2.7;16063;19105
SP1;06_07;26.11.2006;Santander;Recreativo;4;3;H;3;1;H;2.2;2.9;3.2;14720;11418
SP1;06_07;26.11.2006;Valencia;Real Madrid;0;1;A;0;0;D;2.7;3.0;2.5;43105;71544
SP1;06_07;02.12.2006;Betis;Ath Madrid;0;1;A;0;1;A;2.7;3.0;2.5;38421;38684
SP1;06_07;02.12.2006;Levante;Barcelona;1;1;D;0;1;A;6.5;3.7;1.45;11234;73225
SP1;06_07;02.12.2006;Recreativo;Valencia;2;0;H;1;0;H;3.1;3.0;2.2;11418;43105
SP1;06_07;03.12.2006;Espanol;Sevilla;2;1;H;0;1;A;3.3;3.0;2.1;22337;40247
SP1;06_07;03.12.2006;La Coruna;Santander;0;0;D;0;0;D;1.8;3.1;4.2;19105;14720
SP1;06_07;03.12.2006;Mallorca;Celta;2;2;D;1;0;H;2.4;3.0;2.8;15847;16947
SP1;06_07;03.12.2006;Real Madrid;Ath Bilbao;2;1;H;0;1;A;1.25;4.7;10.0;71544;36895
SP1;06_07;03.12.2006;Sociedad;Getafe;0;0;D;0;0;D;2.4;3.0;2.8;22524;12763
SP1;06_07;03.12.2006;Villarreal;Gimnastic;2;0;H;2;0;H;1.45;3.7;6.5;18487;8283
SP1;06_07;03.12.2006;Zaragoza;Osasuna;1;2;A;1;0;H;1.55;3.5;5.5;28158;16063
SP1;06_07;09.12.2006;Barcelona;Sociedad;1;0;H;0;0;D;1.2;5.0;12.0;73225;22524
SP1;06_07;09.12.2006;Sevilla;Real Madrid;2;1;H;1;1;D;2.45;3.1;2.65;40247;71544
SP1;06_07;10.12.2006;Ath Bilbao;Recreativo;4;2;H;3;0;H;2.3;3.0;2.9;36895;11418
SP1;06_07;10.12.2006;Ath Madrid;Espanol;1;2;A;0;1;A;1.65;3.3;4.9;38684;22337
SP1;06_07;10.12.2006;Celta;Villarreal;1;1;D;1;0;H;2.3;3.0;2.9;16947;18487
SP1;06_07;10.12.2006;Getafe;Betis;1;1;D;0;0;D;1.9;3.1;3.8;12763;38421
SP1;06_07;10.12.2006;Gimnastic;Levante;2;1;H;1;1;D;2.5;3.0;2.7;8283;11234
SP1;06_07;10.12.2006;Osasuna;Mallorca;3;0;H;0;0;D;2.1;3.0;3.3;16063;15847
SP1;06_07;10.12.2006;Santander;Zaragoza;0;2;A;0;0;D;2.7;3.0;2.5;14720;28158
SP1;06_07;10.12.2006;Valencia;La Coruna;4;0;H;2;0;H;1.75;3.2;4.3;43105;19105
SP1;06_07;16.12.2006;La Coruna;Ath Bilbao;0;2;A;0;1;A;2.0;3.1;3.4;19105;36895
SP1;06_07;16.12.2006;Mallorca;Santander;1;2;A;1;0;H;2.0;2.9;3.7;15847;14720
SP1;06_07;16.12.2006;Zaragoza;Valencia;0;1;A;0;1;A;2.3;3.0;2.9;28158;43105
SP1;06_07;17.12.2006;Ath Madrid;Getafe;1;0;H;1;0;H;1.8;3.0;4.4;38684;12763
SP1;06_07;17.12.2006;Espanol;Real Madrid;0;1;A;0;0;D;3.8;3.1;1.9;22337;71544
SP1;06_07;17.12.2006;Levante;Celta;1;1;D;0;1;A;2.6;3.0;2.6;11234;16947
SP1;06_07;17.12.2006;Recreativo;Sevilla;1;3;A;1;2;A;3.2;3.1;2.1;11418;40247
SP1;06_07;17.12.2006;Sociedad;Gimnastic;3;2;H;0;1;A;1.85;3.1;4.0;22524;8283
SP1;06_07;17.12.2006;Villarreal;Osasuna;1;4;A;0;2;A;1.8;3.0;4.4;18487;16063
SP1;06_07;19.12.2006;Ath Bilbao;Zaragoza;0;0;D;0;0;D;2.65;3.1;2.45;36895;28158
SP1;06_07;19.12.2006;Valencia;Mallorca;3;1;H;1;0;H;1.35;4.0;8.0;43105;15847
SP1;06_07;20.12.2006;Celta;Sociedad;0;0;D;0;0;D;1.65;3.4;4.7;16947;22524
SP1;06_07;20.12.2006;Getafe;Espanol;0;1;A;0;0;D;2.0;3.0;3.6;12763;22337
SP1;06_07;20.12.2006;Gimnastic;Betis;0;1;A;0;0;D;2.5;3.1;2.6;8283;38421
SP1;06_07;20.12.2006;Osasuna;Levante;2;1;H;0;0;D;1.7;3.3;4.5;16063;11234
SP1;06_07;20.12.2006;Real Madrid;Recreativo;0;3;A;0;1;A;1.25;4.7;10.0;71544;11418
SP1;06_07;20.12.2006;Santander;Villarreal;2;1;H;0;0;D;2.4;3.0;2.8;14720;18487
SP1;06_07;20.12.2006;Sevilla;La Coruna;4;0;H;1;0;H;1.4;3.8;7.0;40247;19105
SP1;06_07;21.12.2006;Barcelona;Ath Madrid;1;1;D;1;0;H;1.45;3.7;6.5;73225;38684
SP1;06_07;06.01.2007;Ath Madrid;Gimnastic;0;0;D;0;0;D;1.27;4.4;10.0;38684;8283
SP1;06_07;06.01.2007;Sociedad;Osasuna;2;1;H;1;0;H;2.3;3.1;2.8;22524;16063
SP1;06_07;06.01.2007;Zaragoza;Sevilla;2;1;H;1;0;H;2.55;3.1;2.55;28158;40247
SP1;06_07;07.01.2007;Betis;Celta;1;0;H;0;0;D;2.3;3.1;2.8;38421;16947
SP1;06_07;07.01.2007;Espanol;Recreativo;0;1;A;0;0;D;2.0;3.1;3.4;22337;11418
SP1;06_07;07.01.2007;Getafe;Barcelona;1;1;D;0;0;D;3.8;3.2;1.85;12763;73225
SP1;06_07;07.01.2007;La Coruna;Real Madrid;2;0;H;1;0;H;3.8;3.1;1.9;19105;71544
SP1;06_07;07.01.2007;Levante;Santander;2;0;H;0;0;D;2.2;3.0;3.1;11234;14720
SP1;06_07;07.01.2007;Mallorca;Ath Bilbao;1;3;A;0;1;A;2.1;3.0;3.3;15847;36895
SP1;06_07;07.01.2007;Villarreal;Valencia;0;1;A;0;0;D;2.6;3.0;2.6;18487;43105
SP1;06_07;13.01.2007;Espanol;Barcelona;3;1;H;1;0;H;4.9;3.3;1.65;22337;73225
SP1;06_07;13.01.2007;Valencia;Levante;3;0;H;0;0;D;1.37;3.8;8.0;43105;11234
SP1;06_07;14.01.2007;Ath Bilbao;Villarreal;0;1;A;0;0;D;2.1;3.1;3.2;36895;18487
SP1;06_07;14.01.2007;Celta;Ath Madrid;1;3;A;0;2;A;2.5;3.0;2.7;16947;38684
SP1;06_07;14.01.2007;Gimnastic;Getafe;1;3;A;0;2;A;2.55;3.1;2.55;8283;12763
SP1;06_07;14.01.2007;Osasuna;Betis;5;1;H;2;1;H;1.9;3.1;3.8;16063;38421
SP1;06_07;14.01.2007;Real Madrid;Zaragoza;1;0;H;1;0;H;1.65;3.4;4.7;71544;28158
SP1;06_07;14.01.2007;Recreativo;La Coruna;1;1;D;1;1;D;2.2;3.1;3.0;11418;19105
SP1;06_07;14.01.2007;Santander;Sociedad;1;0;H;0;0;D;2.2;3.0;3.1;14720;22524
SP1;06_07;14.01.2007;Sevilla;Mallorca;1;2;A;1;0;H;1.35;4.0;8.0;40247;15847
SP1;06_07;20.01.2007;Ath Madrid;Osasuna;1;0;H;0;0;D;1.85;3.1;4.0;38684;16063
SP1;06_07;20.01.2007;Villarreal;Sevilla;0;0;D;0;0;D;2.7;3.1;2.4;18487;40247
SP1;06_07;21.01.2007;Barcelona;Gimnastic;3;0;H;1;0;H;1.15;5.7;14.0;73225;8283
SP1;06_07;21.01.2007;Betis;Santander;1;1;D;0;0;D;2.1;3.0;3.3;38421;14720
SP1;06_07;21.01.2007;Getafe;Celta;1;0;H;1;0;H;2.1;3.1;3.2;12763;16947
SP1;06_07;21.01.2007;La Coruna;Espanol;0;0;D;0;0;D;2.1;3.1;3.2;19105;22337
SP1;06_07;21.01.2007;Levante;Ath Bilbao;0;0;D;0;0;D;2.2;3.0;3.1;11234;36895
SP1;06_07;21.01.2007;Mallorca;Real Madrid;0;1;A;0;0;D;4.0;3.2;1.8;15847;71544
SP1;06_07;21.01.2007;Sociedad;Valencia;0;1;A;0;1;A;3.8;3.1;1.9;22524;43105
SP1;06_07;21.01.2007;Zaragoza;Recreativo;0;0;D;0;0;D;1.8;3.2;4.0;28158;11418
SP1;06_07;24.01.2007;Betis;Barcelona;1;1;D;1;0;H;4.9;3.3;1.65;38421;73225
SP1;06_07;27.01.2007;Ath Madrid;Santander;1;1;D;0;0;D;1.7;3.3;4.5;38684;14720
SP1;06_07;27.01.2007;Villarreal;Real Madrid;1;0;H;0;0;D;3.3;3.0;2.1;18487;71544
SP1;06_07;28.01.2007;Barcelona;Celta;3;1;H;1;0;H;1.27;4.5;9.5;73225;16947
SP1;06_07;28.01.2007;Betis;Valencia;2;1;H;1;1;D;3.4;3.1;2.0;38421;43105
SP1;06_07;28.01.2007;Getafe;Osasuna;2;0;H;2;0;H;1.85;3.1;4.0;12763;16063
SP1;06_07;28.01.2007;Gimnastic;Espanol;4;0;H;4;0;H;3.0;3.1;2.2;8283;22337
SP1;06_07;28.01.2007;Levante;Sevilla;2;4;A;0;1;A;3.8;3.2;1.85;11234;40247
SP1;06_07;28.01.2007;Mallorca;Recreativo;2;1;H;2;0;H;2.3;3.1;2.8;15847;11418
SP1;06_07;28.01.2007;Sociedad;Ath Bilbao;0;2;A;0;1;A;2.3;2.9;3.0;22524;36895
SP1;06_07;28.01.2007;Zaragoza;La Coruna;1;1;D;0;1;A;1.85;3.1;4.0;28158;19105
SP1;06_07;03.02.2007;Espanol;Zaragoza;1;2;A;0;0;D;2.3;3.0;2.9;22337;28158
SP1;06_07;03.02.2007;La Coruna;Mallorca;1;0;H;1;0;H;1.9;3.1;3.8;19105;15847
SP1;06_07;03.02.2007;Valencia;Ath Madrid;3;1;H;1;0;H;1.85;3.1;4.0;43105;38684
SP1;06_07;04.02.2007;Ath Bilbao;Betis;1;2;A;0;1;A;2.1;3.0;3.3;36895;38421
SP1;06_07;04.02.2007;Celta;Gimnastic;1;1;D;0;0;D;1.65;3.4;4.7;16947;8283
SP1;06_07;04.02.2007;Osasuna;Barcelona;0;0;D;0;0;D;4.7;3.2;1.7;16063;73225
SP1;06_07;04.02.2007;Real Madrid;Levante;0;1;A;0;1;A;1.22;4.8;11.0;71544;11234
SP1;06_07;04.02.2007;Recreativo;Villarreal;2;1;H;1;0;H;2.3;2.9;3.0;11418;18487
SP1;06_07;04.02.2007;Santander;Getafe;1;0;H;1;0;H;2.3;3.0;2.9;14720;12763
SP1;06_07;04.02.2007;Sevilla;Sociedad;0;0;D;0;0;D;1.3;4.4;8.5;40247;22524
SP1;06_07;10.02.2007;Betis;Sevilla;0;0;D;0;0;D;2.9;2.9;2.4;38421;40247
SP1;06_07;10.02.2007;Sociedad;Real Madrid;1;2;A;1;1;D;4.2;3.0;1.85;22524;71544
SP1;06_07;11.02.2007;Ath Madrid;Ath Bilbao;1;0;H;0;0;D;1.7;3.3;4.5;38684;36895
SP1;06_07;11.02.2007;Barcelona;Santander;2;0;H;0;0;D;1.3;4.4;8.5;73225;14720
SP1;06_07;11.02.2007;Celta;Espanol;0;2;A;0;1;A;2.2;2.8;3.3;16947;22337
SP1;06_07;11.02.2007;Getafe;Valencia;3;0;H;0;0;D;2.65;3.0;2.55;12763;43105
SP1;06_07;11.02.2007;Gimnastic;Osasuna;2;3;A;1;1;D;2.7;3.1;2.4;8283;16063
SP1;06_07;11.02.2007;Levante;Recreativo;2;1;H;2;0;H;2.55;3.1;2.55;11234;11418
SP1;06_07;11.02.2007;Mallorca;Zaragoza;2;1;H;0;0;D;2.7;3.1;2.4;15847;28158
SP1;06_07;11.02.2007;Villarreal;La Coruna;0;2;A;0;1;A;1.9;3.2;3.6;18487;19105
SP1;06_07;17.02.2007;Real Madrid;Betis;0;0;D;0;0;D;1.55;3.5;5.5;71544;38421
SP1;06_07;17.02.2007;Zaragoza;Villarreal;1;0;H;1;0;H;1.85;3.1;4.0;28158;18487
SP1;06_07;18.02.2007;Ath Bilbao;Getafe;2;0;H;1;0;H;2.2;3.0;3.1;36895;12763
SP1;06_07;18.02.2007;Espanol;Mallorca;3;1;H;1;1;D;2.0;3.1;3.4;22337;15847
SP1;06_07;18.02.2007;La Coruna;Levante;0;0;D;0;0;D;1.7;3.2;4.7;19105;11234
SP1;06_07;18.02.2007;Osasuna;Celta;0;1;A;0;1;A;1.8;3.1;4.2;16063;16947
SP1;06_07;18.02.2007;Recreativo;Sociedad;1;0;H;0;0;D;1.75;3.2;4.3;11418;22524
SP1;06_07;18.02.2007;Santander;Gimnastic;4;1;H;0;0;D;1.6;3.5;5.0;14720;8283
SP1;06_07;18.02.2007;Sevilla;Ath Madrid;3;1;H;2;0;H;1.85;3.1;4.0;40247;38684
SP1;06_07;18.02.2007;Valencia;Barcelona;2;1;H;0;0;D;2.7;3.0;2.5;43105;73225
SP1;06_07;24.02.2007;Ath Madrid;Real Madrid;1;1;D;1;0;H;2.55;3.1;2.55;38684;71544
SP1;06_07;24.02.2007;Sociedad;La Coruna;0;1;A;0;1;A;2.6;3.0;2.6;22524;19105
SP1;06_07;25.02.2007;Barcelona;Ath Bilbao;3;0;H;3;0;H;1.27;4.4;10.0;73225;36895
SP1;06_07;25.02.2007;Betis;Recreativo;0;0;D;0;0;D;2.0;3.1;3.4;38421;11418
SP1;06_07;25.02.2007;Celta;Santander;2;2;D;2;0;H;2.2;2.9;3.2;16947;14720
SP1;06_07;25.02.2007;Getafe;Sevilla;0;0;D;0;0;D;2.6;3.0;2.6;12763;40247
SP1;06_07;25.02.2007;Gimnastic;Valencia;1;1;D;0;0;D;5.2;3.4;1.6;8283;43105
SP1;06_07;25.02.2007;Levante;Zaragoza;0;0;D;0;0;D;2.6;3.1;2.5;11234;28158
SP1;06_07;25.02.2007;Osasuna;Espanol;0;2;A;0;1;A;2.1;3.1;3.2;16063;22337
SP1;06_07;25.02.2007;Villarreal;Mallorca;2;1;H;1;1;D;2.0;3.1;3.4;18487;15847
SP1;06_07;03.03.2007;Sevilla;Barcelona;2;1;H;1;1;D;2.5;3.0;2.7;40247;73225
SP1;06_07;03.03.2007;Valencia;Celta;1;0;H;0;0;D;1.4;3.7;7.5;43105;16947
SP1;06_07;04.03.2007;Ath Bilbao;Gimnastic;0;2;A;0;1;A;1.6;3.4;5.2;36895;8283
SP1;06_07;04.03.2007;Espanol;Villarreal;1;1;D;1;0;H;2.0;3.0;3.6;22337;18487
SP1;06_07;04.03.2007;La Coruna;Betis;0;1;A;0;0;D;2.0;3.0;3.6;19105;38421
